iteration;bs_price;tree_price;elapsed
1;16.671112393;16.5841061355;0.0
2;16.671112393;16.5841061355;0.0005006790161132812
3;16.671112393;16.5850360989;0.0
4;16.671112393;16.6782889307;0.0004994869232177734
5;16.671112393;16.6684083534;0.0
6;16.671112393;16.6415519221;0.0
7;16.671112393;16.6690728543;0.0
8;16.671112393;16.6711525563;0.0005006790161132812
9;16.671112393;16.6509499248;0.0005009174346923828
10;16.671112393;16.671474506;0.0004985332489013672
11;16.671112393;16.6689484123;0.0005002021789550781
12;16.671112393;16.6512381031;0.0005004405975341797
13;16.671112393;16.6731956116;0.0004994869232177734
14;16.671112393;16.6650603324;0.0004999637603759766
15;16.671112393;16.6661809256;0.0005009174346923828
16;16.671112393;16.6718875174;0.0005002021789550781
17;16.671112393;16.6598897118;0.001001119613647461
18;16.671112393;16.6720042243;0.0010013580322265625
19;16.671112393;16.667944091;0.0005002021789550781
20;16.671112393;16.6664205604;0.0010004043579101562
21;16.671112393;16.6718422192;0.0010008811950683594
22;16.671112393;16.6622508763;0.0010006427764892578
23;16.671112393;16.6719228916;0.0015017986297607422
24;16.671112393;16.6680186591;0.0010004043579101562
25;16.671112393;16.6686219186;0.0015015602111816406
26;16.671112393;16.6712329369;0.001501321792602539
27;16.671112393;16.6623918397;0.0020008087158203125
28;16.671112393;16.6720483659;0.001500844955444336
29;16.671112393;16.6669645166;0.001500844955444336
30;16.671112393;16.6706656521;0.0020012855529785156
31;16.671112393;16.670124884;0.0025348663330078125
32;16.671112393;16.6673023787;0.0024678707122802734
33;16.671112393;16.6716804092;0.002001523971557617
34;16.671112393;16.6651707014;0.002483844757080078
35;16.671112393;16.6717256578;0.00250244140625
36;16.671112393;16.6684196298;0.0024852752685546875
37;16.671112393;16.6703692565;0.003002643585205078
38;16.671112393;16.6705507652;0.002501249313354492
39;16.671112393;16.6677253594;0.003502368927001953
40;16.671112393;16.6716072281;0.004004240036010742
41;16.671112393;16.6661124216;0.0035250186920166016
42;16.671112393;16.6716430304;0.003479480743408203
43;16.671112393;16.6686412266;0.0045049190521240234
44;16.671112393;16.6707184819;0.00400233268737793
45;16.671112393;16.6703878052;0.0040280818939208984
46;16.671112393;16.6688969029;0.00452733039855957
47;16.671112393;16.6713774392;0.004479885101318359
48;16.671112393;16.6662423078;0.004528999328613281
49;16.671112393;16.6716410058;0.004984378814697266
50;16.671112393;16.6682460296;0.005001068115234375
51;16.671112393;16.6712129834;0.004979848861694336
52;16.671112393;16.6698753701;0.005590677261352539
53;16.671112393;16.6701299371;0.006006479263305664
54;16.671112393;16.6709511495;0.014510631561279297
55;16.671112393;16.6684293828;0.010009527206420898
56;16.671112393;16.6714910673;0.01450967788696289
57;16.671112393;16.6674263633;0.011510848999023438
58;16.671112393;16.6715151791;0.006481170654296875
59;16.671112393;16.6690451665;0.006482601165771484
60;16.671112393;16.6710451123;0.0070116519927978516
61;16.671112393;16.670247773;0.007483005523681641
62;16.671112393;16.6701034467;0.007529258728027344
63;16.671112393;16.6710442056;0.007509708404541016
64;16.671112393;16.6687132304;0.008004188537597656
65;16.671112393;16.6714461439;0.020511627197265625
66;16.671112393;16.6678955887;0.008514404296875
67;16.671112393;16.6714664838;0.020074129104614258
68;16.671112393;16.6692204031;0.014518260955810547
69;16.671112393;16.6711189749;0.00951695442199707
70;16.671112393;16.6702312632;0.009516000747680664
71;16.671112393;16.6704179257;0.009507179260253906
72;16.671112393;16.6709348333;0.010503053665161133
73;16.671112393;16.6693779641;0.010529279708862305
74;16.671112393;16.6713387281;0.010504722595214844
75;16.671112393;16.6680138443;0.011050224304199219
76;16.671112393;16.6714512902;0.01853632926940918
77;16.671112393;16.6690388323;0.012034416198730469
78;16.671112393;16.6712814035;0.0115203857421875
79;16.671112393;16.6699754531;0.01200723648071289
80;16.671112393;16.6708383349;0.012508869171142578
81;16.671112393;16.6706738076;0.012486457824707031
82;16.671112393;16.6701316037;0.014009237289428711
83;16.671112393;16.6711388439;0.013998746871948242
84;16.671112393;16.6691708719;0.01351022720336914
85;16.671112393;16.6713759933;0.02551889419555664
86;16.671112393;16.6685986206;0.014002799987792969
87;16.671112393;16.671391064;0.017024755477905273
88;16.671112393;16.6695186522;0.01602768898010254
89;16.671112393;16.6711901511;0.01550912857055664
90;16.671112393;16.6702502984;0.02453446388244629
91;16.671112393;16.6707795579;0.038028717041015625
92;16.671112393;16.6707967556;0.017485618591308594
93;16.671112393;16.6701657302;0.01703667640686035
94;16.671112393;16.6711615627;0.016988277435302734
95;16.671112393;16.6693551997;0.038027048110961914
96;16.671112393;16.671348538;0.020012378692626953
97;16.671112393;16.6688659743;0.020514488220214844
98;16.671112393;16.6713617232;0.02751946449279785
99;16.671112393;16.6696445793;0.025017499923706055
100;16.671112393;16.6712053346;0.019515275955200195
101;16.671112393;16.6702739522;0.02051377296447754
102;16.671112393;16.6708837213;0.020015239715576172
103;16.671112393;16.6707563815;0.020515918731689453
104;16.671112393;16.6704013275;0.021032333374023438
105;16.671112393;16.6710943703;0.021015644073486328
106;16.671112393;16.669762661;0.02151775360107422
107;16.671112393;16.6712906;0.022014617919921875
108;16.671112393;16.6689722654;0.02902078628540039
109;16.671112393;16.6713478987;0.02451777458190918
110;16.671112393;16.6695490084;0.025016307830810547
111;16.671112393;16.6712692131;0.024016141891479492
112;16.671112393;16.670133769;0.024068355560302734
113;16.671112393;16.6710575835;0.024516820907592773
114;16.671112393;16.6705998939;0.05153656005859375
115;16.671112393;16.6707161217;0.0310211181640625
116;16.671112393;16.6709491466;0.0480351448059082
117;16.671112393;16.6702479912;0.02852010726928711
118;16.671112393;16.6711834135;0.05203700065612793
119;16.671112393;16.6696563908;0.060570478439331055
120;16.671112393;16.6713046847;0.05151247978210449
121;16.671112393;16.6692860104;0.039525508880615234
122;16.671112393;16.6713150371;0.028045177459716797
123;16.671112393;16.6698580997;0.03900003433227539
124;16.671112393;16.671216618;0.04301595687866211
125;16.671112393;16.6703330216;0.03552532196044922
126;16.671112393;16.671011632;0.05103445053100586
127;16.671112393;16.6707120142;0.03404736518859863
128;16.671112393;16.6707023277;0.0335237979888916
129;16.671112393;16.6709964052;0.04853558540344238
130;16.671112393;16.6702909872;0.0325474739074707
131;16.671112393;16.6711875998;0.03402423858642578
132;16.671112393;16.6697799158;0.07605624198913574
133;16.671112393;16.6712870692;0.054598093032836914
134;16.671112393;16.6694527503;0.059015750885009766
135;16.671112393;16.6712963407;0.03502488136291504
136;16.671112393;16.6699486407;0.036025285720825195
137;16.671112393;16.6712169885;0.05106067657470703
138;16.671112393;16.6703648598;0.04951119422912598
139;16.671112393;16.6710506249;0.06404519081115723
140;16.671112393;16.6707023394;0.04251694679260254
141;16.671112393;16.6707988933;0.03702592849731445
142;16.671112393;16.670962071;0.03854084014892578
143;16.671112393;16.6704634608;0.057100772857666016
144;16.671112393;16.6711450985;0.04853463172912598
145;16.671112393;16.6700460127;0.04302978515625
146;16.671112393;16.671252511;0.04052853584289551
147;16.671112393;16.6695482462;0.040528059005737305
148;16.671112393;16.6712854371;0.04403090476989746
149;16.671112393;16.6698932237;0.04203081130981445
150;16.671112393;16.6712450384;0.05403947830200195
151;16.671112393;16.6702818487;0.05655694007873535
152;16.671112393;16.6711325048;0.04353904724121094
153;16.671112393;16.6706050048;0.06402182579040527
154;16.671112393;16.6709490493;0.045032501220703125
155;16.671112393;16.6708634299;0.07555341720581055
156;16.671112393;16.6706959035;0.04703402519226074
157;16.671112393;16.6710578998;0.04655790328979492
158;16.671112393;16.6703743141;0.06754922866821289
159;16.671112393;16.6711892231;0.04805564880371094
160;16.671112393;16.6699855385;0.048026323318481445
161;16.671112393;16.6712582373;0.0735781192779541
162;16.671112393;16.6697237698;0.049094438552856445
163;16.671112393;16.6712658052;0.06752228736877441
164;16.671112393;16.6701035233;0.05205345153808594
165;16.671112393;16.6712128111;0.05055999755859375
166;16.671112393;16.6704282394;0.08556008338928223
167;16.671112393;16.6711001579;0.07805705070495605
168;16.671112393;16.6706984664;0.0665445327758789
169;16.671112393;16.6709287637;0.061544179916381836
170;16.671112393;16.6709147806;0.056067466735839844
171;16.671112393;16.6706995594;0.07452702522277832
172;16.671112393;16.6710777837;0.08005857467651367
173;16.671112393;16.6704134863;0.057538747787475586
174;16.671112393;16.6711880995;0.058541297912597656
175;16.671112393;16.6700714931;0.057540178298950195
176;16.671112393;16.6712463715;0.08358573913574219
177;16.671112393;16.6698347697;0.05908775329589844
178;16.671112393;16.6712532607;0.11207962036132812
179;16.671112393;16.6701699154;0.1291346549987793
180;16.671112393;16.6712094431;0.07354879379272461
181;16.671112393;16.6704587639;0.1155860424041748
182;16.671112393;16.6711156077;0.06356954574584961
183;16.671112393;16.670701743;0.06304478645324707
184;16.671112393;16.6709724549;0.08353471755981445
185;16.671112393;16.6708993004;0.10360431671142578
186;16.671112393;16.6707806941;0.07708215713500977
187;16.671112393;16.6710519014;0.09003806114196777
188;16.671112393;16.6705410427;0.09112334251403809
189;16.671112393;16.6711600271;0.09358692169189453
190;16.671112393;16.6702542239;0.07405209541320801
191;16.671112393;16.6712241731;0.06755781173706055
192;16.671112393;16.669920966;0.06904911994934082
193;16.671112393;16.6712448476;0.12561464309692383
194;16.671112393;16.6701353743;0.10955286026000977
195;16.671112393;16.67122257;0.12420892715454102
196;16.671112393;16.6704064596;0.07405400276184082
197;16.671112393;16.6711578694;0.07255220413208008
198;16.671112393;16.6706385446;0.07355117797851562
199;16.671112393;16.6710512837;0.10004782676696777
200;16.671112393;16.6708319759;0.12260651588439941
201;16.671112393;16.6709033578;0.0865790843963623
202;16.671112393;16.6709871134;0.07810807228088379
203;16.671112393;16.670714643;0.10954856872558594
204;16.671112393;16.6711043288;0.08506059646606445
205;16.671112393;16.6704856956;0.07855606079101562
206;16.671112393;16.6711840047;0.10912442207336426
207;16.671112393;16.670217076;0.08214354515075684
208;16.671112393;16.6712265333;0.12159395217895508
209;16.671112393;16.670019864;0.10712337493896484
210;16.671112393;16.6712323155;0.09759807586669922
211;16.671112393;16.6702847693;0.1069643497467041
212;16.671112393;16.67120176;0.11811161041259766
213;16.671112393;16.6705162251;0.08453536033630371
214;16.671112393;16.6711352822;0.12158560752868652
215;16.671112393;16.6707144995;0.08607840538024902
216;16.671112393;16.6710333035;0.08706212043762207
217;16.671112393;16.670879871;0.15413641929626465
218;16.671112393;16.6708962504;0.10210847854614258
219;16.671112393;16.671012627;0.09956979751586914
220;16.671112393;16.6707245541;0.13409805297851562
221;16.671112393;16.6711130635;0.15661072731018066
222;16.671112393;16.6705186493;0.0925910472869873
223;16.671112393;16.6711814842;0.09206628799438477
224;16.671112393;16.6702789738;0.1095736026763916
225;16.671112393;16.6712181998;0.1231541633605957
226;16.671112393;16.6700974968;0.09654450416564941
227;16.671112393;16.6712235271;0.136091947555542
228;16.671112393;16.6703345785;0.12357974052429199
229;16.671112393;16.6711977886;0.13908004760742188
230;16.671112393;16.6705429612;0.10810303688049316
231;16.671112393;16.6711413119;0.164093017578125
232;16.671112393;16.67072286;0.13106727600097656
233;16.671112393;16.671054429;0.12158727645874023
234;16.671112393;16.6708744973;0.1365966796875
235;16.671112393;16.6709374756;0.16762137413024902
236;16.671112393;16.6709981026;0.10807585716247559
237;16.671112393;16.6707907912;0.1171102523803711
238;16.671112393;16.6710939113;0.1214599609375
239;16.671112393;16.6706147179;0.14910674095153809
240;16.671112393;16.6711621648;0.15261197090148926
241;16.671112393;16.6704096003;0.1125791072845459
242;16.671112393;16.6712031095;0.1080782413482666
243;16.671112393;16.6701757851;0.1976163387298584
244;16.671112393;16.6712169966;0.1365964412689209
245;16.671112393;16.6703118119;0.14062762260437012
246;16.671112393;16.6712040817;0.15413570404052734
247;16.671112393;16.6705083152;0.16011500358581543
248;16.671112393;16.6711646242;0.19576215744018555
249;16.671112393;16.6706801717;0.15060734748840332
250;16.671112393;16.671098887;0.11708307266235352
251;16.671112393;16.6708275591;0.14412236213684082
252;16.671112393;16.6710071359;0.1280651092529297
253;16.671112393;16.6709506601;0.13516616821289062
254;16.671112393;16.6708896396;0.13012194633483887
255;16.671112393;16.6710496624;0.14510369300842285
256;16.671112393;16.6707466693;0.13109374046325684
257;16.671112393;16.6711247579;0.13807201385498047
258;16.671112393;16.6705784981;0.17014813423156738
259;16.671112393;16.6711761427;0.1573195457458496
260;16.671112393;16.6703854008;0.15010786056518555
261;16.671112393;16.6712040167;0.14656734466552734
262;16.671112393;16.6702295614;0.14910626411437988
263;16.671112393;16.6712085829;0.21665525436401367
264;16.671112393;16.6704216941;0.13809776306152344
265;16.671112393;16.6711900477;0.14313125610351562
266;16.671112393;16.6705923497;0.2071399688720703
267;16.671112393;16.6711486202;0.135606050491333
268;16.671112393;16.6707416697;0.17610883712768555
269;16.671112393;16.671084512;0.14010143280029297
270;16.671112393;16.6708698;0.17264986038208008
271;16.671112393;16.670997937;0.17409968376159668
272;16.671112393;16.67097689;0.14807939529418945
273;16.671112393;16.6708891111;0.13859963417053223
274;16.671112393;16.6710630929;0.1821298599243164
275;16.671112393;16.6707582521;0.139235258102417
276;16.671112393;16.6711285649;0.17710018157958984
277;16.671112393;16.6706055791;0.19313549995422363
278;16.671112393;16.6711734653;0.19361090660095215
