Date;S&P
21/05/2018;2733.0100
22/05/2018;2724.4400
23/05/2018;2733.2900
24/05/2018;2727.7600
25/05/2018;2721.3300
29/05/2018;2689.8600
30/05/2018;2724.0100
31/05/2018;2705.2700
01/06/2018;2734.6200
04/06/2018;2746.8700
05/06/2018;2748.8000
06/06/2018;2772.3500
07/06/2018;2770.3700
08/06/2018;2779.0300
11/06/2018;2782.0000
12/06/2018;2786.8500
13/06/2018;2775.6300
14/06/2018;2782.4900
15/06/2018;2779.6600
18/06/2018;2773.7500
19/06/2018;2762.5900
20/06/2018;2767.3200
21/06/2018;2749.7600
22/06/2018;2754.8800
25/06/2018;2717.0700
26/06/2018;2723.0600
27/06/2018;2699.6300
28/06/2018;2716.3100
29/06/2018;2718.3700
02/07/2018;2726.7100
03/07/2018;2713.2200
05/07/2018;2736.6100
06/07/2018;2759.8200
09/07/2018;2784.1700
10/07/2018;2793.8400
11/07/2018;2774.0200
12/07/2018;2798.2900
13/07/2018;2801.3100
16/07/2018;2798.4300
17/07/2018;2809.5500
18/07/2018;2815.6200
19/07/2018;2804.4900
20/07/2018;2801.8300
23/07/2018;2806.9800
24/07/2018;2820.4000
25/07/2018;2846.0700
26/07/2018;2837.4400
27/07/2018;2818.8200
30/07/2018;2802.6000
31/07/2018;2816.2900
01/08/2018;2813.3600
02/08/2018;2827.2200
03/08/2018;2840.3500
06/08/2018;2850.4000
07/08/2018;2858.4500
08/08/2018;2857.7000
09/08/2018;2853.5800
10/08/2018;2833.2800
13/08/2018;2821.9300
14/08/2018;2839.9600
15/08/2018;2818.3700
16/08/2018;2840.6900
17/08/2018;2850.1300
20/08/2018;2857.0500
21/08/2018;2862.9600
22/08/2018;2861.8200
23/08/2018;2856.9800
24/08/2018;2874.6900
27/08/2018;2896.7400
28/08/2018;2897.5200
29/08/2018;2914.0400
30/08/2018;2901.1300
31/08/2018;2901.5200
04/09/2018;2896.7200
05/09/2018;2888.6000
06/09/2018;2878.0500
07/09/2018;2871.6800
10/09/2018;2877.1300
11/09/2018;2887.8900
12/09/2018;2888.9200
13/09/2018;2904.1800
14/09/2018;2904.9800
17/09/2018;2888.8000
18/09/2018;2904.3100
19/09/2018;2907.9500
20/09/2018;2930.7500
21/09/2018;2929.6700
24/09/2018;2919.3700
25/09/2018;2915.5600
26/09/2018;2905.9700
27/09/2018;2914.0000
28/09/2018;2913.9800
01/10/2018;2924.5900
02/10/2018;2923.4300
03/10/2018;2925.5100
04/10/2018;2901.6100
05/10/2018;2885.5700
08/10/2018;2884.4300
09/10/2018;2880.3400
10/10/2018;2785.6800
11/10/2018;2728.3700
12/10/2018;2767.1300
15/10/2018;2750.7900
16/10/2018;2809.9200
17/10/2018;2809.2100
18/10/2018;2768.7800
19/10/2018;2767.7800
22/10/2018;2755.8800
23/10/2018;2740.6900
24/10/2018;2656.1000
25/10/2018;2705.5700
26/10/2018;2658.6900
29/10/2018;2641.2500
30/10/2018;2682.6300
31/10/2018;2711.7400
01/11/2018;2740.3700
02/11/2018;2723.0600
05/11/2018;2738.3100
06/11/2018;2755.4500
07/11/2018;2813.8900
08/11/2018;2806.8300
09/11/2018;2781.0100
12/11/2018;2726.2200
13/11/2018;2722.1800
14/11/2018;2701.5800
15/11/2018;2730.2000
16/11/2018;2736.2700
19/11/2018;2690.7300
20/11/2018;2641.8900
21/11/2018;2649.9300
23/11/2018;2632.5600
26/11/2018;2673.4500
27/11/2018;2682.1700
28/11/2018;2743.7900
29/11/2018;2737.7600
30/11/2018;2760.1700
03/12/2018;2790.3700
04/12/2018;2700.0600
06/12/2018;2695.9500
07/12/2018;2633.0800
10/12/2018;2637.7200
11/12/2018;2636.7800
12/12/2018;2651.0700
13/12/2018;2650.5400
14/12/2018;2599.9500
17/12/2018;2545.9400
18/12/2018;2546.1600
19/12/2018;2506.9600
20/12/2018;2467.4200
21/12/2018;2416.6200
24/12/2018;2351.1000
26/12/2018;2467.7000
27/12/2018;2488.8300
28/12/2018;2485.7400
31/12/2018;2506.8500
02/01/2019;2510.0300
03/01/2019;2447.8900
04/01/2019;2531.9400
07/01/2019;2549.6900
08/01/2019;2574.4100
09/01/2019;2584.9600
10/01/2019;2596.6400
11/01/2019;2596.2600
14/01/2019;2582.6100
15/01/2019;2610.3000
16/01/2019;2616.1000
17/01/2019;2635.9600
18/01/2019;2670.7100
22/01/2019;2632.9000
23/01/2019;2638.7000
24/01/2019;2642.3300
25/01/2019;2664.7600
28/01/2019;2643.8500
29/01/2019;2640.0000
30/01/2019;2681.0500
31/01/2019;2704.1000
01/02/2019;2706.5300
04/02/2019;2724.8700
05/02/2019;2737.7000
06/02/2019;2731.6100
07/02/2019;2706.0500
08/02/2019;2707.8800
11/02/2019;2709.8000
12/02/2019;2744.7300
13/02/2019;2753.0300
14/02/2019;2745.7300
15/02/2019;2775.6000
19/02/2019;2779.7600
20/02/2019;2784.7000
21/02/2019;2774.8800
22/02/2019;2792.6700
25/02/2019;2796.1100
26/02/2019;2793.9000
27/02/2019;2792.3800
28/02/2019;2784.4900
01/03/2019;2803.6900
04/03/2019;2792.8100
05/03/2019;2789.6500
06/03/2019;2771.4500
07/03/2019;2748.9300
08/03/2019;2743.0700
11/03/2019;2783.3000
12/03/2019;2791.5200
13/03/2019;2810.9200
14/03/2019;2808.4800
15/03/2019;2822.4800
18/03/2019;2832.9400
19/03/2019;2832.5700
20/03/2019;2824.2300
21/03/2019;2854.8800
22/03/2019;2800.7100
25/03/2019;2798.3600
26/03/2019;2818.4600
27/03/2019;2805.3700
28/03/2019;2815.4400
29/03/2019;2834.4000
01/04/2019;2867.1900
02/04/2019;2867.2400
03/04/2019;2873.4000
04/04/2019;2879.3900
05/04/2019;2892.7400
08/04/2019;2895.7700
09/04/2019;2878.2000
10/04/2019;2888.2100
11/04/2019;2888.3200
12/04/2019;2907.4100
15/04/2019;2905.5800
16/04/2019;2907.0600
17/04/2019;2900.4500
18/04/2019;2905.0300
22/04/2019;2907.9700
23/04/2019;2933.6800
24/04/2019;2927.2500
25/04/2019;2926.1700
26/04/2019;2939.8800
29/04/2019;2943.0300
30/04/2019;2945.8300
01/05/2019;2923.7300
02/05/2019;2917.5200
03/05/2019;2945.6400
06/05/2019;2932.4700
07/05/2019;2884.0500
08/05/2019;2879.4200
09/05/2019;2870.7200
10/05/2019;2881.4000
13/05/2019;2811.8700
14/05/2019;2834.4100
15/05/2019;2850.9600
16/05/2019;2876.3200
17/05/2019;2859.5300
20/05/2019;2840.2300
21/05/2019;2864.3600
22/05/2019;2856.2700
23/05/2019;2822.2400
24/05/2019;2826.0600
28/05/2019;2802.3900
29/05/2019;2783.0200
30/05/2019;2788.8600
31/05/2019;2752.0600
03/06/2019;2744.4500
04/06/2019;2803.2700
05/06/2019;2826.1500
06/06/2019;2843.4900
07/06/2019;2873.3400
10/06/2019;2886.7300
11/06/2019;2885.7200
12/06/2019;2879.8400
13/06/2019;2891.6400
14/06/2019;2886.9800
17/06/2019;2889.6700
18/06/2019;2917.7500
19/06/2019;2926.4600
20/06/2019;2954.1800
21/06/2019;2950.4600
24/06/2019;2945.3500
25/06/2019;2917.3800
26/06/2019;2913.7800
27/06/2019;2924.9200
28/06/2019;2941.7600
01/07/2019;2964.3300
02/07/2019;2973.0100
03/07/2019;2995.8200
05/07/2019;2990.4100
08/07/2019;2975.9500
09/07/2019;2979.6300
10/07/2019;2993.0700
11/07/2019;2999.9100
12/07/2019;3013.7700
15/07/2019;3014.3000
16/07/2019;3004.0400
17/07/2019;2984.4200
18/07/2019;2995.1100
19/07/2019;2976.6100
22/07/2019;2985.0300
23/07/2019;3005.4700
24/07/2019;3019.5600
25/07/2019;3003.6700
26/07/2019;3025.8600
29/07/2019;3020.9700
30/07/2019;3013.1800
31/07/2019;2980.3800
01/08/2019;2953.5600
02/08/2019;2932.0500
05/08/2019;2844.7400
06/08/2019;2881.7700
07/08/2019;2883.9800
08/08/2019;2938.0900
09/08/2019;2918.6500
12/08/2019;2883.7500
13/08/2019;2926.3200
14/08/2019;2840.6000
15/08/2019;2847.6000
16/08/2019;2888.6800
19/08/2019;2923.6500
20/08/2019;2900.5100
21/08/2019;2924.4300
22/08/2019;2922.9500
23/08/2019;2847.1100
26/08/2019;2878.3800
27/08/2019;2869.1600
28/08/2019;2887.9400
29/08/2019;2924.5800
30/08/2019;2926.4600
03/09/2019;2906.2700
04/09/2019;2937.7800
05/09/2019;2976.0000
06/09/2019;2978.7100
09/09/2019;2978.4300
10/09/2019;2979.3900
11/09/2019;3000.9300
12/09/2019;3009.5700
13/09/2019;3007.3900
16/09/2019;2997.9600
17/09/2019;3005.7000
18/09/2019;3006.7300
19/09/2019;3006.7900
20/09/2019;2992.0700
23/09/2019;2991.7800
24/09/2019;2966.6000
25/09/2019;2984.8700
26/09/2019;2977.6200
27/09/2019;2961.7900
30/09/2019;2976.7400
01/10/2019;2940.2500
02/10/2019;2887.6100
03/10/2019;2910.6300
04/10/2019;2952.0100
07/10/2019;2938.7900
08/10/2019;2893.0600
09/10/2019;2919.4000
10/10/2019;2938.1300
11/10/2019;2970.2700
14/10/2019;2966.1500
15/10/2019;2995.6800
16/10/2019;2989.6900
17/10/2019;2997.9500
18/10/2019;2986.2000
21/10/2019;3006.7200
22/10/2019;2995.9900
23/10/2019;3004.5200
24/10/2019;3010.2900
25/10/2019;3022.5500
28/10/2019;3039.4200
29/10/2019;3036.8900
30/10/2019;3046.7700
31/10/2019;3037.5600
01/11/2019;3066.9100
04/11/2019;3078.2700
05/11/2019;3074.6200
06/11/2019;3076.7800
07/11/2019;3085.1800
08/11/2019;3093.0800
11/11/2019;3087.0100
12/11/2019;3091.8400
13/11/2019;3094.0400
14/11/2019;3096.6300
15/11/2019;3120.4600
18/11/2019;3122.0300
19/11/2019;3120.1800
20/11/2019;3108.4600
21/11/2019;3103.5400
22/11/2019;3110.2900
25/11/2019;3133.6400
26/11/2019;3140.5200
27/11/2019;3153.6300
29/11/2019;3140.9800
02/12/2019;3113.8700
03/12/2019;3093.2000
04/12/2019;3112.7600
05/12/2019;3117.4300
06/12/2019;3145.9100
09/12/2019;3135.9600
10/12/2019;3132.5200
11/12/2019;3141.6300
12/12/2019;3168.5700
13/12/2019;3168.8000
16/12/2019;3191.4500
17/12/2019;3192.5200
18/12/2019;3191.1400
19/12/2019;3205.3700
20/12/2019;3221.2200
23/12/2019;3224.0100
24/12/2019;3223.3800
26/12/2019;3239.9100
27/12/2019;3240.0200
30/12/2019;3221.2900
31/12/2019;3230.7800
02/01/2020;3257.8500
03/01/2020;3234.8500
06/01/2020;3246.2800
07/01/2020;3237.1800
08/01/2020;3253.0500
09/01/2020;3274.7000
10/01/2020;3265.3500
13/01/2020;3288.1300
14/01/2020;3283.1500
15/01/2020;3289.2900
16/01/2020;3316.8100
17/01/2020;3329.6200
21/01/2020;3320.7900
22/01/2020;3321.7500
23/01/2020;3325.5400
24/01/2020;3295.4700
27/01/2020;3243.6300
28/01/2020;3276.2400
29/01/2020;3273.4000
30/01/2020;3283.6600
31/01/2020;3225.5200
03/02/2020;3248.9200
04/02/2020;3297.5900
05/02/2020;3334.6900
06/02/2020;3345.7800
07/02/2020;3327.7100
10/02/2020;3352.0900
11/02/2020;3357.7500
12/02/2020;3379.4500
13/02/2020;3373.9400
14/02/2020;3380.1600
18/02/2020;3370.2900
19/02/2020;3386.1500
20/02/2020;3373.2300
21/02/2020;3337.7500
24/02/2020;3225.8900
25/02/2020;3128.2100
26/02/2020;3116.3900
27/02/2020;2978.7600
28/02/2020;2954.2200
02/03/2020;3090.2300
03/03/2020;3003.3700
04/03/2020;3130.1200
05/03/2020;3023.9400
06/03/2020;2972.3700
09/03/2020;2746.5600
10/03/2020;2882.2300
11/03/2020;2741.3800
12/03/2020;2480.6400
13/03/2020;2711.0200
16/03/2020;2386.1300
17/03/2020;2529.1900
18/03/2020;2398.1000
19/03/2020;2409.3900
20/03/2020;2304.9200
23/03/2020;2237.4000
24/03/2020;2447.3300
25/03/2020;2475.5600
26/03/2020;2630.0700
27/03/2020;2541.4700
30/03/2020;2626.6500
31/03/2020;2584.5900
01/04/2020;2470.5000
02/04/2020;2526.9000
03/04/2020;2488.6500
06/04/2020;2663.6800
07/04/2020;2659.4100
08/04/2020;2749.9800
09/04/2020;2789.8200
13/04/2020;2761.6300
14/04/2020;2846.0600
15/04/2020;2783.3600
16/04/2020;2799.5500
17/04/2020;2874.5600
20/04/2020;2823.1600
21/04/2020;2736.5600
22/04/2020;2799.3100
23/04/2020;2797.8000
24/04/2020;2836.7400
27/04/2020;2878.4800
28/04/2020;2863.3900
29/04/2020;2939.5100
30/04/2020;2912.4300
01/05/2020;2830.7100
04/05/2020;2842.7400
05/05/2020;2868.4400
06/05/2020;2848.4200
07/05/2020;2881.1900
08/05/2020;2929.8000
11/05/2020;2930.3200
12/05/2020;2870.1200
13/05/2020;2820.0000
14/05/2020;2852.5000
15/05/2020;2863.7000
18/05/2020;2953.9100
19/05/2020;2922.9400
20/05/2020;2971.6100
21/05/2020;2948.5100
22/05/2020;2955.4500
26/05/2020;2991.7700
27/05/2020;3036.1300
28/05/2020;3029.7300
29/05/2020;3044.3100
01/06/2020;3055.7300
02/06/2020;3080.8200
03/06/2020;3122.8700
04/06/2020;3112.3500
05/06/2020;3193.9300
08/06/2020;3232.3900
09/06/2020;3207.1800
10/06/2020;3190.1400
11/06/2020;3002.1000
12/06/2020;3041.3100
15/06/2020;3066.5900
16/06/2020;3124.7400
17/06/2020;3113.4900
18/06/2020;3115.3400
19/06/2020;3097.7400
22/06/2020;3117.8600
23/06/2020;3131.2900
24/06/2020;3050.3300
25/06/2020;3083.7600
26/06/2020;3009.0500
29/06/2020;3053.2400
30/06/2020;3100.2900
01/07/2020;3115.8600
02/07/2020;3130.0100
06/07/2020;3179.7200
07/07/2020;3145.3200
08/07/2020;3169.9400
09/07/2020;3152.0500
10/07/2020;3185.0400
13/07/2020;3155.2200
14/07/2020;3197.5200
15/07/2020;3226.5600
16/07/2020;3215.5700
17/07/2020;3224.7300
20/07/2020;3251.8400
21/07/2020;3257.3000
22/07/2020;3276.0200
23/07/2020;3235.6600
24/07/2020;3215.6300
27/07/2020;3239.4100
28/07/2020;3218.4400
29/07/2020;3258.4400
30/07/2020;3246.2200
31/07/2020;3271.1200
03/08/2020;3294.6100
04/08/2020;3306.5100
05/08/2020;3327.7700
06/08/2020;3349.1600
07/08/2020;3351.2800
10/08/2020;3360.4700
11/08/2020;3333.6900
12/08/2020;3380.3500
13/08/2020;3373.4300
14/08/2020;3372.8500
17/08/2020;3381.9900
18/08/2020;3389.7800
19/08/2020;3374.8500
20/08/2020;3385.5100
21/08/2020;3397.1600
24/08/2020;3431.2800
25/08/2020;3443.6200
26/08/2020;3478.7300
27/08/2020;3484.5500
28/08/2020;3508.0100
31/08/2020;3500.3100
01/09/2020;3526.6500
02/09/2020;3580.8400
03/09/2020;3455.0600
04/09/2020;3426.9600
08/09/2020;3331.8400
09/09/2020;3398.9600
10/09/2020;3339.1900
11/09/2020;3340.9700
14/09/2020;3383.5400
15/09/2020;3401.2000
16/09/2020;3385.4900
17/09/2020;3357.0100
18/09/2020;3319.4700
21/09/2020;3281.0600
22/09/2020;3315.5700
23/09/2020;3236.9200
24/09/2020;3246.5900
25/09/2020;3298.4600
28/09/2020;3351.6000
29/09/2020;3335.4700
30/09/2020;3363.0000
01/10/2020;3380.8000
02/10/2020;3348.4400
05/10/2020;3408.6300
06/10/2020;3360.9500
07/10/2020;3419.4500
08/10/2020;3446.8300
09/10/2020;3477.1300
12/10/2020;3534.2200
13/10/2020;3511.9300
14/10/2020;3488.6700
15/10/2020;3483.3400
16/10/2020;3483.8100
19/10/2020;3426.9200
20/10/2020;3443.1200
21/10/2020;3435.5600
22/10/2020;3453.4900
23/10/2020;3465.3900
26/10/2020;3400.9700
27/10/2020;3390.6800
28/10/2020;3271.0300
29/10/2020;3310.1100
30/10/2020;3269.9600
02/11/2020;3310.2400
03/11/2020;3369.1600
04/11/2020;3443.4400
05/11/2020;3510.4500
06/11/2020;3509.4400
09/11/2020;3550.5000
10/11/2020;3545.5300
11/11/2020;3572.6600
12/11/2020;3537.0100
13/11/2020;3585.1500
16/11/2020;3626.9100
17/11/2020;3609.5300
18/11/2020;3567.7900
19/11/2020;3581.8700
20/11/2020;3557.5400
23/11/2020;3577.5900
24/11/2020;3635.4100
25/11/2020;3629.6500
27/11/2020;3638.3500
30/11/2020;3621.6300
01/12/2020;3662.4500
02/12/2020;3669.0100
03/12/2020;3666.7200
04/12/2020;3699.1200
07/12/2020;3691.9600
08/12/2020;3702.2500
09/12/2020;3672.8200
10/12/2020;3668.1000
11/12/2020;3663.4600
14/12/2020;3647.4900
15/12/2020;3694.6200
16/12/2020;3701.1700
17/12/2020;3722.4800
18/12/2020;3709.4100
21/12/2020;3694.9200
22/12/2020;3687.2600
23/12/2020;3690.0100
24/12/2020;3703.0600
28/12/2020;3735.3600
29/12/2020;3727.0400
30/12/2020;3732.0400
31/12/2020;3756.0700
04/01/2021;3700.6500
05/01/2021;3726.8600
06/01/2021;3748.1400
07/01/2021;3803.7900
08/01/2021;3824.6800
11/01/2021;3799.6100
12/01/2021;3801.1900
13/01/2021;3809.8400
14/01/2021;3795.5400
15/01/2021;3768.2500
19/01/2021;3798.9100
20/01/2021;3851.8500
21/01/2021;3853.0700
22/01/2021;3841.4700
25/01/2021;3855.3600
26/01/2021;3849.6200
27/01/2021;3750.7700
28/01/2021;3787.3800
29/01/2021;3714.2400
01/02/2021;3773.8600
02/02/2021;3826.3100
03/02/2021;3830.1700
04/02/2021;3871.7400
05/02/2021;3886.8300
08/02/2021;3915.5900
09/02/2021;3911.2300
10/02/2021;3909.8800
11/02/2021;3916.3800
12/02/2021;3934.8300
16/02/2021;3932.5900
17/02/2021;3931.3300
18/02/2021;3913.9700
19/02/2021;3906.7100
22/02/2021;3876.5000
23/02/2021;3881.3700
24/02/2021;3925.4300
25/02/2021;3829.3400
26/02/2021;3811.1500
01/03/2021;3901.8200
02/03/2021;3870.2900
03/03/2021;3819.7200
04/03/2021;3768.4700
05/03/2021;3841.9400
08/03/2021;3821.3500
09/03/2021;3875.4400
10/03/2021;3898.8100
11/03/2021;3939.3400
12/03/2021;3943.3400
15/03/2021;3968.9400
16/03/2021;3962.7100
17/03/2021;3974.1200
18/03/2021;3915.4600
19/03/2021;3913.1000
22/03/2021;3940.5900
23/03/2021;3910.5200
24/03/2021;3889.1400
25/03/2021;3909.5200
26/03/2021;3974.5400
29/03/2021;3971.0900
30/03/2021;3958.5500
31/03/2021;3972.8900
02/04/2021;4019.8700
05/04/2021;4077.9100
06/04/2021;4073.9400
07/04/2021;4079.9500
08/04/2021;4097.1700
09/04/2021;4128.8000
12/04/2021;4127.9900
13/04/2021;4141.5900
14/04/2021;4124.6600
15/04/2021;4170.4200
16/04/2021;4185.4700
19/04/2021;4163.2600
20/04/2021;4134.9400
21/04/2021;4173.4200
22/04/2021;4134.9800
23/04/2021;4180.1700
26/04/2021;4187.6200
27/04/2021;4186.7200
28/04/2021;4183.1800
29/04/2021;4211.4700
30/04/2021;4181.1700
03/05/2021;4192.6600
04/05/2021;4164.6600
05/05/2021;4167.5900
06/05/2021;4201.6200
07/05/2021;4232.6000
10/05/2021;4188.4300
11/05/2021;4152.1000
12/05/2021;4063.0400
13/05/2021;4112.5000
14/05/2021;4173.8500
17/05/2021;4163.2900
18/05/2021;4127.8300
19/05/2021;4115.6800
20/05/2021;4159.1200
21/05/2021;4155.8600
24/05/2021;4197.0500
25/05/2021;4188.1300
26/05/2021;4195.9900
27/05/2021;4200.8800
28/05/2021;4204.1100
01/06/2021;4202.0400
02/06/2021;4208.1200
03/06/2021;4192.8500
04/06/2021;4229.8900
07/06/2021;4226.5200
08/06/2021;4227.2600
09/06/2021;4219.5500
10/06/2021;4239.1800
11/06/2021;4247.4400
14/06/2021;4255.1500
15/06/2021;4246.5900
16/06/2021;4223.7000
17/06/2021;4221.8600
18/06/2021;4166.4500
21/06/2021;4224.7900
22/06/2021;4246.4400
23/06/2021;4241.8400
24/06/2021;4266.4900
25/06/2021;4280.7000
28/06/2021;4290.6100
29/06/2021;4291.8000
30/06/2021;4297.5000
01/07/2021;4319.9400
02/07/2021;4352.3400
06/07/2021;4343.5400
07/07/2021;4358.1300
08/07/2021;4320.8200
09/07/2021;4369.5500
12/07/2021;4384.6300
13/07/2021;4369.2100
14/07/2021;4374.3000
15/07/2021;4360.0300
16/07/2021;4327.1600
19/07/2021;4258.4900
20/07/2021;4323.0600
21/07/2021;4358.6900
22/07/2021;4367.4800
23/07/2021;4411.7900
26/07/2021;4422.3000
27/07/2021;4401.4600
28/07/2021;4400.6400
29/07/2021;4419.1500
30/07/2021;4395.2600
02/08/2021;4387.1600
03/08/2021;4423.1500
04/08/2021;4402.6600
05/08/2021;4429.1000
06/08/2021;4436.5200
09/08/2021;4432.3500
10/08/2021;4436.7500
11/08/2021;4447.7000
12/08/2021;4460.8300
13/08/2021;4468.0000
16/08/2021;4479.7100
17/08/2021;4448.0800
18/08/2021;4400.2700
19/08/2021;4405.8000
20/08/2021;4441.6700
23/08/2021;4479.5300
24/08/2021;4486.2300
25/08/2021;4496.1900
26/08/2021;4470.0000
27/08/2021;4509.3700
30/08/2021;4528.7900
31/08/2021;4522.6800
01/09/2021;4524.0900
02/09/2021;4536.9500
03/09/2021;4535.4300
07/09/2021;4520.0300
08/09/2021;4514.0700
09/09/2021;4493.2800
10/09/2021;4458.5800
13/09/2021;4468.7300
14/09/2021;4443.0500
15/09/2021;4480.7000
16/09/2021;4473.7500
17/09/2021;4432.9900
20/09/2021;4357.7300
21/09/2021;4354.1900
22/09/2021;4395.6400
23/09/2021;4448.9800
24/09/2021;4455.4800
27/09/2021;4443.1100
28/09/2021;4352.6300
29/09/2021;4359.4600
30/09/2021;4307.5400
01/10/2021;4357.0400
04/10/2021;4300.4600
05/10/2021;4345.7200
06/10/2021;4363.5500
07/10/2021;4399.7600
08/10/2021;4391.3400
11/10/2021;4361.1900
12/10/2021;4350.6500
13/10/2021;4363.8000
14/10/2021;4438.2600
15/10/2021;4471.3700
18/10/2021;4486.4600
19/10/2021;4519.6300
20/10/2021;4536.1900
21/10/2021;4549.7800
22/10/2021;4544.9000
25/10/2021;4566.4800
26/10/2021;4574.7900
27/10/2021;4551.6800
28/10/2021;4596.4200
29/10/2021;4605.3800
01/11/2021;4613.6700
02/11/2021;4630.6500
03/11/2021;4660.5700
04/11/2021;4680.0600
05/11/2021;4697.5300
08/11/2021;4701.7000
09/11/2021;4685.2500
10/11/2021;4646.7100
11/11/2021;4649.2700
12/11/2021;4682.8500
15/11/2021;4682.8000
16/11/2021;4700.9000
17/11/2021;4688.6700
18/11/2021;4704.5400
19/11/2021;4697.9600
22/11/2021;4682.9400
23/11/2021;4690.7000
24/11/2021;4701.4600
26/11/2021;4594.6200
29/11/2021;4655.2700
30/11/2021;4567.0000
01/12/2021;4513.0400
02/12/2021;4577.1000
03/12/2021;4538.4300
06/12/2021;4591.6700
07/12/2021;4686.7500
08/12/2021;4701.2100
09/12/2021;4667.4500
10/12/2021;4712.0200
13/12/2021;4668.9700
14/12/2021;4634.0900
15/12/2021;4709.8500
16/12/2021;4668.6700
17/12/2021;4620.6400
20/12/2021;4568.0200
21/12/2021;4649.2300
22/12/2021;4696.5600
23/12/2021;4725.7900
27/12/2021;4791.1900
28/12/2021;4786.3500
29/12/2021;4793.0600
30/12/2021;4778.7300
31/12/2021;4766.1800
03/01/2022;4796.5600
04/01/2022;4793.5400
05/01/2022;4700.5800
06/01/2022;4696.0500
07/01/2022;4677.0300
10/01/2022;4670.2900
11/01/2022;4713.0700
12/01/2022;4726.3500
13/01/2022;4659.0300
14/01/2022;4662.8500
18/01/2022;4577.1100
19/01/2022;4532.7600
20/01/2022;4482.7300
21/01/2022;4397.9400
24/01/2022;4410.1300
25/01/2022;4356.4500
26/01/2022;4349.9300
27/01/2022;4326.5100
28/01/2022;4431.8500
31/01/2022;4515.5500
01/02/2022;4546.5400
02/02/2022;4589.3800
03/02/2022;4477.4400
04/02/2022;4500.5300
07/02/2022;4483.8700
08/02/2022;4521.5400
09/02/2022;4587.1800
10/02/2022;4504.0800
11/02/2022;4418.6400
14/02/2022;4401.6700
15/02/2022;4471.0700
16/02/2022;4475.0100
17/02/2022;4380.2600
18/02/2022;4348.8700
22/02/2022;4304.7600
23/02/2022;4225.5000
24/02/2022;4288.7000
25/02/2022;4384.6500
28/02/2022;4373.9400
01/03/2022;4306.2600
02/03/2022;4386.5400
03/03/2022;4363.4900
04/03/2022;4328.8700
07/03/2022;4201.0900
08/03/2022;4170.7000
09/03/2022;4277.8800
10/03/2022;4259.5200
11/03/2022;4204.3100
14/03/2022;4173.1100
15/03/2022;4262.4500
16/03/2022;4357.8600
17/03/2022;4411.6700
18/03/2022;4463.1200
21/03/2022;4461.1800
22/03/2022;4511.6100
23/03/2022;4456.2400
24/03/2022;4520.1600
25/03/2022;4543.0600
28/03/2022;4575.5200
29/03/2022;4631.6000
30/03/2022;4602.4500
31/03/2022;4530.4100
01/04/2022;4545.8600
04/04/2022;4582.6400
05/04/2022;4525.1200
06/04/2022;4481.1500
07/04/2022;4500.2100
08/04/2022;4488.2800
11/04/2022;4412.5300
12/04/2022;4397.4500
13/04/2022;4446.5900
15/04/2022;4392.5900
18/04/2022;4391.6900
19/04/2022;4462.2100
20/04/2022;4459.4500
21/04/2022;4393.6600
22/04/2022;4271.7800
25/04/2022;4296.1200
26/04/2022;4175.2000
27/04/2022;4183.9600
28/04/2022;4287.5000
29/04/2022;4131.9300
02/05/2022;4155.3800
03/05/2022;4175.4800
04/05/2022;4300.1700
05/05/2022;4146.8700
06/05/2022;4123.3400
09/05/2022;3991.2400
10/05/2022;4001.0500
11/05/2022;3935.1800
12/05/2022;3930.0800
13/05/2022;4023.8900
16/05/2022;4008.0100
17/05/2022;4088.8500
18/05/2022;3923.6800
19/05/2022;3900.7900
20/05/2022;3901.3600
23/05/2022;3973.7500
24/05/2022;3941.4800
25/05/2022;3978.7300
26/05/2022;4057.8400
27/05/2022;4158.2400
31/05/2022;4132.1500
01/06/2022;4101.2300
02/06/2022;4176.8200
03/06/2022;4108.5400
06/06/2022;4121.4300
07/06/2022;4160.6800
08/06/2022;4115.7700
09/06/2022;4017.8200
10/06/2022;3900.8600
13/06/2022;3749.6300
14/06/2022;3735.4800
15/06/2022;3789.9900
16/06/2022;3666.7700
17/06/2022;3674.8400
20/06/2022;3764.7900
22/06/2022;3759.8900
23/06/2022;3795.7300
24/06/2022;3911.7400
27/06/2022;3900.1100
28/06/2022;3821.5500
29/06/2022;3818.8300
30/06/2022;3785.3800
01/07/2022;3825.3300
05/07/2022;3831.3900
06/07/2022;3845.0800
07/07/2022;3902.6200
08/07/2022;3899.3800
11/07/2022;3854.4300
12/07/2022;3818.8000
13/07/2022;3801.7800
14/07/2022;3790.3800
15/07/2022;3863.1600
18/07/2022;3830.8500
19/07/2022;3936.6900
20/07/2022;3959.9000
21/07/2022;3998.9500
22/07/2022;3961.6300
25/07/2022;3966.8400
26/07/2022;3921.0500
27/07/2022;4023.6100
28/07/2022;4072.4300
29/07/2022;4130.2900
01/08/2022;4118.6300
02/08/2022;4091.1900
03/08/2022;4155.1700
04/08/2022;4151.9400
05/08/2022;4145.1900
08/08/2022;4140.0600
09/08/2022;4122.4700
10/08/2022;4210.2400
11/08/2022;4207.2700
12/08/2022;4280.1500
15/08/2022;4297.1400
16/08/2022;4305.2000
17/08/2022;4274.0400
18/08/2022;4283.7400
19/08/2022;4228.4800
22/08/2022;4137.9900
23/08/2022;4128.7300
24/08/2022;4140.7700
25/08/2022;4199.1200
26/08/2022;4057.6600
